member_id,loan ,loan_amount,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
229806,25000,2500000,25000,1200,36 months,BAT4726815,11.09,C,C2,Central Baptist Church of Pasadena,2 years,MORTGAGE,90000,Not Verified,n,"We have previously lived strictly but due to medical bills (even after copay), getting our older kids started with a car and college (we aren't a shopping family that blows money) - we ended up using our credit cards as our emergency funds.  Our income did not match it after it got beyond us and we ended up in debt.  We went to Dave Ramsey's Financial Peace University and ended up even leading a class helping others to get out of debt and live debt-free as we are in the middle of doing.    We have had NO credit cards (we stopped using them long ago and then cut them up).  We work two jobs each bringing in now around $90K a year.  We live on a budget and cash envelope system.  We make timely payments always on our things (as my credit report will show).  Our credit rating is 720 even after all this. We have added $0 to our debt in the same time period as well!  Though our debt is larger than that we have been paying on, with this loan we would pay off at least one high-interest credit card (we already cut up long ago) and much of a smaller Home Equity loan.  This would bring our number of loans to pay off debt down to two eventually, have a lower interest rate over all, and lower monthly payment - also it would enable us to possibly be in a position to pay off more rapidly the remaining balance on the Home Equity loan.    We have lived on budget, faith, hard work for a year and we are going to kill the debt as we remain on this path.  Our older daughters are also on their own cash envelope system and do not have credit cards, using the Dave Ramsey system as well - they work jobs and pay for much of their own things so we all add no debt.  Our other child is under 13.  We are in good health, pay for good medical insurance, and life insurance and live healthy (no smokers and no alcohol and no gambling or other vices).    Thank you for considering our family for this loan.   It will be  a huge part of paying off the high-interest loans and reduce the overall interest and payments to eventually being debt free.",debt_consolidation,Consolidate and Elinate Debt Forever,775xx,TX,17.11,0,0,0,0,6,0,54925,97.8,27,f,4183.94,0,0,0,0,,INDIVIDUAL,,122th week,0,,,,1
229894,12000,1200000,12000,4987.77,36 months,BAT3275209,9.83,B,B3,Scottsdale Healthcare,1 year,RENT,25000,Not Verified,n,During college I wasn't able to work very much because of classes. I had to use my credit cards to survive those days. Now that I have graduated I am able to work a lot and am also able to do some much needed overtime. I need this loan to help me refinance the two credit cards I used during college. Thanks.,credit_card,Refinance/consolidate 2 Credit Cards,852xx,AZ,16.75,0,0,0,0,7,0,16212,50.7,8,f,1904.48,19.30200104,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
234130,19000,1900000,19000,1066.06,36 months,BAT4726815,9.51,B,B2,Citigroup Inc.,1 year,MORTGAGE,69000,Not Verified,n,"I will use the money to pay off a Citi loan of about $12,000, which carries a higher rate, monthly payment of $650.00 and buy a used car. My 93 Lincoln town car with 198000 miles gave up on me a few days ago. I figure that I can get this loan and keep the same payment.",debt_consolidation,Freedom to live,782xx,TX,11.29,0,3,43,0,5,0,2279,20.7,21,f,2864.06,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
234569,5000,500000,2650,495.49,36 months,BAT578944,11.34,C,C2,kmex/univision,10+ years,MORTGAGE,90000,Not Verified,n,This money would be used to finish a remodeling kitchen project.,home_improvement,producer46,912xx,CA,17.25,0,1,0,0,20,0,69909,51.1,51,f,488.75,14.99655924,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
235073,12000,1200000,12000,249.9960013,36 months, ,11.41,C,C3,MGM Mirage,1 year,RENT,43400,Not Verified,n,I would like to purchase some rack servers to have co-located so I will not have to lease them from a datacenter. I currently lease 2 servers from ThePlanet that cost me ~$400/mo and this would be profit if I could just own my own servers outright.,other,Help me purchase servers to expand!,395xx,MS,14.9,0,2,0,0,6,0,20,0.4,6,f,1029.97,0,408.77,4.09,0,,INDIVIDUAL,,44th week,0,,,,0
235454,15000,1500000,15000,1824.99415,36 months,,15.83,F,F2,US State Deoartment,10+ years,MORTGAGE,165000,Not Verified,n,"This loan will be to consolidate several outstanding credit card bills into one better payment, and at a better interest rate.",debt_consolidation,Tying things up,222xx,VA,13.52,1,2,12,0,10,0,198023,61.3,13,f,391.25,0,22.19,7.73,0,,INDIVIDUAL,,13th week,0,,,,0
235682,10000,1000000,10000,2428.49,36 months,BAT4726815,14.88,E,E4,Kaiser Permanente,3 years,MORTGAGE,65000,Not Verified,n,"Purpose of loan: I want to pay off my credits cards entirely. The """"""""""""""""""""""""""""""""Interest Trap"""""""""""""""""""""""""""""""" stinks, and if I'm going to pay anyone interest, I'd rather it be to someone like you and me. I ran up the credit cards after my father's death so that I could take mom on the trip to Italy that she and dad never got to take. Yes, it was totally worth maxing out the cards -- it's a memory that I will forever have with her. However, I the credit card debt is not how I want to remember the trip!   My financial situation: I have a great job working as a computer trainer for one of the largest hospital systems in the US. As you can see from my credit history, I pay on time. I'm just tired of the pillaging from the credit card companies. From here on out, cash is king.  Monthly net income: $ 3776  Monthly expenses: $  Mortgage/rent: $800 (my portion -- roommates make up the rest) Insurance: $100 Car expenses: $240 Utilities: $150 Phone, cable, internet: $25 (my portion) Food, entertainment: $300 Clothing, household expenses $200 Credit cards and other loan payments: $1100 Other expenses: $",credit_card,Let's Pay off The Cards at a Better Rate,441xx,OH,23.89,2,1,6,44,9,1,10214,65.1,26,f,2452.82,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
238817,7000,700000,7000,2350,36 months,BAT3275209,9.2,B,B1,Sams Club,10+ years,MORTGAGE,88000,Not Verified,n,"I am looking to borrow money to purchase a used (less than a year old) dirt bike. Bike will sell for $6800, remaining $200 for registration and taxes.",major_purchase,Dirt Bike,800xx,CO,13.28,3,3,6,0,10,0,12672,21,35,f,592.98,0,0,0,0,,INDIVIDUAL,,56th week,0,,,,1
238972,10000,1000000,10000,2694.09,36 months,BAT3275209,9.51,B,B2,"pingVision, LLC",< 1 year,RENT,51600,Not Verified,n,"I have a personal loan with a balance of just over $9,000 remaining. This loan is at a relatively high interest rate and I'm looking to cut down my monthly payments and save myself a lot of money in interest payments over the life of the loan.  I also have one relatively small credit card debt, which I would pay off using the remainder of this loan amount.  I'm currently employed as a Web Developer making $46,800 per annum (gross) plus a variable monthly revenue sharing bonus. My expenses (including my current debt payment) are approximately 75% of my income. I have approximately $3,000 in the bank to use as a buffer in case of emergencies.  My Experian credit rating is currently at 727 (and rising) and while my credit history does not extend back as far as I'd like, it is thus far without blemish.",debt_consolidation,Debt Restructuring,805xx,CO,9.6,0,2,0,0,5,0,1346,23.2,5,f,1533.27,16.01549972,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
240641,25000,2500000,25000,25000,60 months,BAT4136152,7.89,A,A5,owner,10+ years,MORTGAGE,108000,Source Verified,n,this loan would be used to replace non deductable interest credit card dept with a collatorlized interest deductable loan.,debt_consolidation,considerate,019xx,MA,17.55,0,1,,,15,0,26507,31.1,26,w,1386.4,0,0,0,0,,INDIVIDUAL,,39th week,0,0,222843,85100,0
241583,10325,1032500,10325,5650.004036,36 months,BAT3275209,12.92,D,D2,Arch Chemicals,10+ years,RENT,70000,Not Verified,n,I would like to get rid of my high interest credit cards and buy a home,debt_consolidation,debt consolidation,957xx,CA,9.05,0,3,0,0,7,0,16264,90.6,17,f,1647.79,0,0,0,0,,INDIVIDUAL,,83th week,0,,,,0
241601,5600,560000,5600,2349.995989,36 months,BAT4726815,12.92,D,D2,Nordstrom,4 years,RENT,30000,Not Verified,n,i have two credit cards with hi gh limits tha ti would like to pay off. it really overwellming me to pay these different cards with their own individual intrest rates and i end up paying more money. it would be alot eaiser for me to put them both together and just pay one person.  my goal is to pay this debt off within a year.,debt_consolidation,to pay bills,908xx,CA,8.2,0,2,0,0,6,0,18718,68.1,6,f,491.32,0,199.61,2.07,0,,INDIVIDUAL,,44th week,0,,,,0
242210,12000,1200000,12000,8419.77,36 months,BAT3275209,13.24,D,D3,FSC COMPANY,10+ years,RENT,82000,Not Verified,n,Discover credit card has gone bonkers and is charging way too much and I want to pay this off.  I had an illness in the family awhile back and got behind. I am very well emplyed as a full-time salaried computer programmer for over 12 years now and will continue on as such. I just need some breathing space to pay down the debt that has mushroomed because of these credit card companies.,debt_consolidation,Pay off credit cards,606xx,IL,15.12,2,1,21,0,10,0,27905,81.8,18,f,2598.61,0,0,0,0,,INDIVIDUAL,,152th week,0,,,,1
243089,6000,600000,6000,4544.01,36 months,BAT3275209,9.76,B,B2,CK General Construction,9 years,MORTGAGE,2.00E+05,Not Verified,n,I am trying to purchase a vehicle for everyday purposes.,car,Geoff's Car Loan,078xx,NJ,4.84,0,2,54,0,11,0,21894,0,22,f,940.8,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
243788,3200,320000,3200,3113.782636,36 months,BAT5477261,8,A,A3,Sophos,< 1 year,MORTGAGE,75000,Source Verified,n,This is my first time trying Lending Club. I am sick of dealing with my CC companies and would like to payoff my CC debt and stop doing business with any and all CC companies.  I have stable income and have had no trouble paying my debts. I'm just sick of the ever changing terms of the CC industry and want to move my debt to a better location!,debt_consolidation,Looking to rid of the CC,018xx,MA,5.79,0,0,50,58,9,1,4000,11,19,f,408.97,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
244599,8400,840000,8400,4250,36 months,BAT3275209,14.5,E,E2,Zone 7 Water Agency,1 year,RENT,50000,Not Verified,n,"I am a 26 year old male living in Walnut Creek, CA.  I recently graduated from the University of San Francisco with a masters degree and have secured a job in the East Bay working for a water Agency.  During my 2 years in grad school I maxed out most of my credit cards to pay rent and other necessities.  I now owe about $9,000 spread out among 6 cards.     Monthly net income $3300 Average monthly expense $1800 Leftover $1500 ",debt_consolidation,Want to pay off credit debt accrued,945xx,CA,16.68,0,0,0,0,11,0,11783,94.3,20,f,1271.62,0,0,0,0,,INDIVIDUAL,,65th week,0,,,,1
244973,17750,1775000,17750,10395.31,36 months, ,16.08,F,F2,Yuma Nursing Home Ctr,4 years,RENT,70000,Not Verified,n,My credit card interests  are from 17% to 22%.  I pay my debts on time  that means no delinquencies.,debt_consolidation,Loan for debts,853xx,AZ,29.16,0,1,0,110,11,1,4863,18.1,28,f,4720.83,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
245608,25000,2500000,25000,12274.99544,36 months, ,11.03,C,C1,Panoramic Software,5 years,MORTGAGE,225000,Not Verified,n,I have a 0% balance transfer offer that is expiring soon.  In addition I want to fully fund my SEP IRA account for the pretax savings.,debt_consolidation,Consolidate Debt and Fully Fund SEP IRA,940xx,CA,12.66,0,0,0,0,11,0,242194,56,49,f,4036.93,0,0,0,0,,INDIVIDUAL,,113th week,0,,,,0
246119,10000,1000000,10000,7851.08,36 months,BAT3275209,11.66,C,C3,Self-employed Landscaper,10+ years,MORTGAGE,49600,Not Verified,n,"I have a credit card account at 14.99% APR that I have closed and am paying off. There is $10,000 on that card and I would like to have a personal loan for that amount, with a lower interest rate, so I can make better progress on paying it off and becoming debt-free.  I am a landscape designer whose business has taken off in the last two years. Unfortunately during school and while building my business I accrued credit card debt. I bought my own home one year ago and my finances have recovered enough to begin tackling my debt in earnest.  I read Your Money or Your Life one year ago and have been putting the steps into practice, learning how to live on less than I bring in and make sound financial choices. The things I have learned over the last year as well as the growth of my business have put me in a solid position to make real headway on my debt.  I have never once made a late payment on my credit cards. I can definitely afford to make the higher payments on a personal loan (as opposed to my lower minimum payment on the card) in order to get out of debt faster.",debt_consolidation,Would like to refinance a 14.9% APR debt,955xx,CA,8.4,0,2,0,0,6,0,11735,93.9,9,f,1894.31,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
246166,5100,510000,5100,3265.23,36 months,BAT3275209,8.32,A,A4,Cornerstone Real Estate Advisers,6 years,MORTGAGE,59000,Not Verified,n,I want to pay offa credt card and your offer a better rate interest,credit_card,To pay off a credit card,060xx,CT,7.08,0,0,0,0,9,0,25336,35.9,19,f,679.21,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
250154,7000,700000,7000,1325.003754,36 months, ,9.45,B,B1,Wipro Corp,1 year,MORTGAGE,93000,Not Verified,n,"Background Information:  I am a 29 year old Software Engineer / IT Consultant with an annual salary of 93,000.  Unfortunately I have had the burden of helping a relative through a tough time which has left me unable to save money.  I had rough credit in the past but have cleaned up in the past 5 years for home purchase and auto purchases.  I have recently rehabilitated two Department of Education loans (see picture) which you may know is a lengthly, tedious process in which you cant miss payment.   I have little credit card debt.  The GEMoney account showing $3175 really has a balance of $1405 and hasnt updated as of yet.  I use my two Chase VISAs heavily and pay every month.   I also have an auto loan ($615 per month) and two other trade lines that have never been late.    Purpose of the Loan:  I would like to pay off a couple of the smaller school loans (some of which have not made it to credit report).  I have researched many consolidation companies and am unsatisfied with the credit results.  Paying loans in full will have a greater impact than consolidations.   Itemized Monthly Expenses: Mortgage (never late) $1600 HOA Fees $300 Mercedes Auto Loan (never late) $615  Auto Insurance Account:  $149  Mobile and IP Phone Accounts   $100  2 Rehabbed School Loans  $125 Other school Loans $250 Assistance to Relative  $600+  Others (Gas, Food, Shopping, Etc) $300+  Total:   ~$4000+    Monthly income after taxes:   $4800 (pay stubs can be furnished)  Any additional information can be provided.  This will be a slam dunk opportunity for those looking to make a return on thier investment at 10%.",other,Paying down school loan debt,303xx,GA,10.86,0,1,0,0,12,0,5257,32.9,16,f,1076.04,44.99316444,0,0,0,,INDIVIDUAL,,148th week,0,,,,0
252118,10000,1000000,10000,6525,36 months,,14.18,E,E1,Yale University,4 years,RENT,73200,Not Verified,n,"I need the money to pay for the costs of my wedding in March. Recetly I had a lot  payments come all at once and I got tight  on cash. If desirable, I can pay back the loan  reasonably soon after the wedding. ",other,Wedding,065xx,CT,0.74,0,0,41,0,5,0,449,37.4,11,f,1161.58,0,0,0,0,,INDIVIDUAL,,91th week,0,,,,1
252415,10000,1000000,10000,10000,36 months, ,8.59,A,A4,Genesys PHO,1 year,MORTGAGE,56000,Not Verified,n,"I have a current balance on my Advanta account. My interest rate is 7.99%. If anyone can beat that rate, I am interested in a loan.  252415 added on 10/18/09 > Above account is paid in full. Using this loan to payoff Schwab account balance.",debt_consolidation,lukeanthony85,485xx,MI,15.49,0,0,,,7,0,6068,16.7,49,f,1280.04,0,0,0,0,,INDIVIDUAL,,122th week,0,,,,1
